sample,candidate_universe,validation_scheme,model,n_events_evaluated,n_folds_evaluated,all_folds_converged,selected_lambda_median,selected_lambda_min,selected_lambda_max,mean_log_loss,top1_accuracy,top3_accuracy,top5_accuracy,mean_rank,mean_reciprocal_rank,gravity_mean_log_loss,log_loss_improvement_vs_gravity
household_lagged_shock_yes,full_64,temporal_w12plus_holdout,nested_gis_ridge,112,1,True,100.0,100.0,100.0,1.5913041264578365,0.5982142857142857,0.875,0.8839285714285714,2.6964285714285716,0.7319864163614164,1.5610836087977993,-0.030220517660037194
household_lagged_shock_observed,full_64,household_grouped_5fold,gravity_mle_disk_within,262,5,True,0.0,0.0,0.0,1.7158557221273305,0.5992366412213741,0.8244274809160306,0.8625954198473282,3.3244274809160306,0.7207082631405458,1.7158557221273305,0.0
household_lagged_shock_observed,full_64,household_grouped_5fold,gis_joint_ridge_no_interactions,262,5,True,0.1,0.1,1.0,1.621107286840257,0.5992366412213741,0.8473282442748091,0.8740458015267175,3.187022900763359,0.7305432467569092,1.7158557221273305,0.09474843528707355
household_lagged_shock_observed,full_64,household_grouped_5fold,gis_joint_unpenalized_no_interactions,262,5,True,0.0,0.0,0.0,1.6180202853352526,0.5992366412213741,0.851145038167939,0.8740458015267175,3.2061068702290076,0.7308783385955295,1.7158557221273305,0.09783543679207796
household_lagged_shock_observed,full_64,household_grouped_5fold,radiation_adapted,262,5,True,0.0,0.0,0.0,1.8864845091342874,0.4351145038167939,0.8015267175572519,0.8206106870229007,3.6564885496183206,0.6345104021044197,1.7158557221273305,-0.17062878700695694
household_lagged_shock_observed,full_64,household_grouped_5fold,gis_joint_ridge_shock_interactions,262,5,True,0.1,0.1,1.0,1.6113633949745767,0.6259541984732825,0.8435114503816794,0.8740458015267175,3.2404580152671754,0.7384739957749359,1.7158557221273305,0.1044923271527538
household_lagged_shock_observed,full_64,household_grouped_5fold,gis_joint_unpenalized_shock_interactions,262,5,True,0.0,0.0,0.0,1.6087806020717175,0.6259541984732825,0.851145038167939,0.8740458015267175,3.2061068702290076,0.7399612028637902,1.7158557221273305,0.10707512005561304
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,gravity_mle_disk_within,106,5,True,0.0,0.0,0.0,2.5271482528164055,0.39622641509433965,0.6509433962264151,0.6981132075471698,5.5754716981132075,0.5455066101745865,2.5271482528164055,0.0
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,gis_joint_ridge_no_interactions,106,5,True,0.01,0.001,1.0,2.233558458392612,0.4056603773584906,0.6509433962264151,0.8301886792452831,6.0,0.5763005224654117,2.5271482528164055,0.29358979442379374
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,gis_joint_unpenalized_no_interactions,106,5,True,0.0,0.0,0.0,2.2893145710059053,0.39622641509433965,0.6415094339622641,0.8301886792452831,5.962264150943396,0.5708654925357726,2.5271482528164055,0.23783368181050024
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,radiation_adapted,106,5,True,0.0,0.0,0.0,2.6531435009161934,0.42452830188679247,0.5566037735849056,0.6415094339622641,6.169811320754717,0.5307891658251638,2.5271482528164055,-0.1259952480997879
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,gis_joint_ridge_shock_interactions,106,5,True,0.01,0.001,1.0,2.2447547219977624,0.4056603773584906,0.6509433962264151,0.8301886792452831,6.028301886792453,0.5759254415064211,2.5271482528164055,0.28239353081864316
household_lagged_shock_observed,interdistrict_63,household_grouped_5fold,gis_joint_unpenalized_shock_interactions,106,5,True,0.0,0.0,0.0,2.296202970406372,0.4056603773584906,0.6415094339622641,0.8301886792452831,5.952830188679245,0.5758584522792597,2.5271482528164055,0.23094528241003376
